dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1816-08-01,14.38,0.868,Århus,Denmark,57.05N,10.33E
1816-09-01,12.071,1.22,Århus,Denmark,57.05N,10.33E
1816-10-01,7.042000000000001,7.8,Århus,Denmark,57.05N,10.33E
1816-11-01,2.477,8.475,Århus,Denmark,57.05N,10.33E
1816-12-01,0.983,2.434,Århus,Denmark,57.05N,10.33E
1817-01-01,2.748,5.585,Århus,Denmark,57.05N,10.33E
1817-02-01,3.077,3.117,Århus,Denmark,57.05N,10.33E
1817-03-01,1.6540000000000001,3.147,Århus,Denmark,57.05N,10.33E
1817-04-01,4.272,2.202,Århus,Denmark,57.05N,10.33E
1817-05-01,10.857,3.279,Århus,Denmark,57.05N,10.33E
1817-06-01,14.869000000000002,2.392,Århus,Denmark,57.05N,10.33E
1817-07-01,15.763000000000002,1.801,Århus,Denmark,57.05N,10.33E
1817-08-01,14.973,2.79,Århus,Denmark,57.05N,10.33E
1817-09-01,13.985,3.1660000000000004,Århus,Denmark,57.05N,10.33E
1817-10-01,5.205,4.138,Århus,Denmark,57.05N,10.33E
1817-11-01,5.306,2.748,Århus,Denmark,57.05N,10.33E
1817-12-01,-2.28,2.997,Århus,Denmark,57.05N,10.33E
1818-01-01,0.4789999999999999,4.455,Århus,Denmark,57.05N,10.33E
1818-02-01,0.358,2.217,Århus,Denmark,57.05N,10.33E
1818-03-01,2.485,2.283,Århus,Denmark,57.05N,10.33E
1818-04-01,3.688,7.586,Århus,Denmark,57.05N,10.33E
1818-05-01,10.675,4.32,Århus,Denmark,57.05N,10.33E
1818-06-01,15.919,4.9510000000000005,Århus,Denmark,57.05N,10.33E
1818-07-01,18.397,3.998,Århus,Denmark,57.05N,10.33E
1818-08-01,15.098999999999998,1.29,Århus,Denmark,57.05N,10.33E
1818-09-01,13.388,3.03,Århus,Denmark,57.05N,10.33E
1818-10-01,8.948,3.408,Århus,Denmark,57.05N,10.33E
1818-11-01,5.196000000000001,6.386,Århus,Denmark,57.05N,10.33E
1818-12-01,1.896,2.444,Århus,Denmark,57.05N,10.33E
1819-01-01,2.3800000000000003,3.491,Århus,Denmark,57.05N,10.33E
1819-02-01,0.8590000000000001,3.9619999999999997,Århus,Denmark,57.05N,10.33E
1819-03-01,2.397,8.171,Århus,Denmark,57.05N,10.33E
1819-04-01,6.396,1.7169999999999999,Århus,Denmark,57.05N,10.33E
1819-05-01,11.834000000000001,2.006,Århus,Denmark,57.05N,10.33E
1819-06-01,16.359,2.227,Århus,Denmark,57.05N,10.33E
1819-07-01,18.725,1.5930000000000002,Århus,Denmark,57.05N,10.33E
1819-08-01,19.225,1.94,Århus,Denmark,57.05N,10.33E
1819-09-01,14.181,1.425,Århus,Denmark,57.05N,10.33E
1819-10-01,6.65,1.754,Århus,Denmark,57.05N,10.33E
1819-11-01,1.247,2.861,Århus,Denmark,57.05N,10.33E
1819-12-01,-1.969,3.198,Århus,Denmark,57.05N,10.33E
1820-01-01,-4.663,8.846,Århus,Denmark,57.05N,10.33E
1820-02-01,0.574,4.194,Århus,Denmark,57.05N,10.33E
1820-03-01,0.6889999999999998,3.049,Århus,Denmark,57.05N,10.33E
1820-04-01,6.789,1.4669999999999999,Århus,Denmark,57.05N,10.33E
1820-05-01,11.463,2.597,Århus,Denmark,57.05N,10.33E
1820-06-01,13.793,1.495,Århus,Denmark,57.05N,10.33E
1820-07-01,16.512999999999998,3.72,Århus,Denmark,57.05N,10.33E
1820-08-01,15.882,3.321,Århus,Denmark,57.05N,10.33E
1820-09-01,12.116,2.174,Århus,Denmark,57.05N,10.33E
1820-10-01,7.528,1.002,Århus,Denmark,57.05N,10.33E
1820-11-01,2.63,1.272,Århus,Denmark,57.05N,10.33E
1820-12-01,-1.7560000000000002,2.077,Århus,Denmark,57.05N,10.33E
1821-01-01,-1.841,3.82,Århus,Denmark,57.05N,10.33E
1821-02-01,-0.662,5.3020000000000005,Århus,Denmark,57.05N,10.33E
1821-03-01,0.855,1.952,Århus,Denmark,57.05N,10.33E
1821-04-01,7.8660000000000005,2.801,Århus,Denmark,57.05N,10.33E
1821-05-01,10.157,2.289,Århus,Denmark,57.05N,10.33E
1821-06-01,12.962,3.1,Århus,Denmark,57.05N,10.33E
1821-07-01,14.711000000000002,2.92,Århus,Denmark,57.05N,10.33E
1821-08-01,15.044999999999998,1.5719999999999998,Århus,Denmark,57.05N,10.33E
1821-09-01,13.944,1.515,Århus,Denmark,57.05N,10.33E
1821-10-01,10.048,0.644,Århus,Denmark,57.05N,10.33E
1821-11-01,5.4369999999999985,2.779,Århus,Denmark,57.05N,10.33E
1821-12-01,4.072,1.834,Århus,Denmark,57.05N,10.33E
1822-01-01,1.2690000000000001,3.6239999999999997,Århus,Denmark,57.05N,10.33E
1822-02-01,3.937,2.464,Århus,Denmark,57.05N,10.33E
1822-03-01,5.18,2.246,Århus,Denmark,57.05N,10.33E
1822-04-01,7.7170000000000005,1.746,Århus,Denmark,57.05N,10.33E
1822-05-01,12.588,1.821,Århus,Denmark,57.05N,10.33E
1822-06-01,15.686,1.9469999999999998,Århus,Denmark,57.05N,10.33E
1822-07-01,16.944000000000006,1.311,Århus,Denmark,57.05N,10.33E
1822-08-01,16.438,3.134,Århus,Denmark,57.05N,10.33E
1822-09-01,12.135,2.364,Århus,Denmark,57.05N,10.33E
1822-10-01,9.349,0.7070000000000001,Århus,Denmark,57.05N,10.33E
1822-11-01,6.712000000000001,1.6669999999999998,Århus,Denmark,57.05N,10.33E
1822-12-01,0.565,2.7460000000000004,Århus,Denmark,57.05N,10.33E
1823-01-01,-5.989,2.775,Århus,Denmark,57.05N,10.33E
1823-02-01,-2.06,2.938,Århus,Denmark,57.05N,10.33E
1823-03-01,1.957,2.084,Århus,Denmark,57.05N,10.33E
1823-04-01,4.831,3.062,Århus,Denmark,57.05N,10.33E
1823-05-01,10.934,1.455,Århus,Denmark,57.05N,10.33E
1823-06-01,14.729,3.077,Århus,Denmark,57.05N,10.33E
1823-07-01,15.501,1.3840000000000001,Århus,Denmark,57.05N,10.33E
1823-08-01,16.759,2.12,Århus,Denmark,57.05N,10.33E
1823-09-01,12.512,1.569,Århus,Denmark,57.05N,10.33E
1823-10-01,9.417,2.19,Århus,Denmark,57.05N,10.33E
1823-11-01,5.285,3.905,Århus,Denmark,57.05N,10.33E
1823-12-01,2.79,1.131,Århus,Denmark,57.05N,10.33E
1824-01-01,2.835,0.9390000000000001,Århus,Denmark,57.05N,10.33E
1824-02-01,1.893,3.048,Århus,Denmark,57.05N,10.33E
1824-03-01,1.82,1.69,Århus,Denmark,57.05N,10.33E
1824-04-01,6.297999999999999,2.461,Århus,Denmark,57.05N,10.33E
1824-05-01,10.503,1.9909999999999999,Århus,Denmark,57.05N,10.33E
1824-06-01,15.35,4.038,Århus,Denmark,57.05N,10.33E
1824-07-01,16.137999999999998,4.68,Århus,Denmark,57.05N,10.33E
1824-08-01,16.025,2.6060000000000003,Århus,Denmark,57.05N,10.33E
1824-09-01,14.682,2.336,Århus,Denmark,57.05N,10.33E
1824-10-01,7.901,1.636,Århus,Denmark,57.05N,10.33E
1824-11-01,4.22,2.2840000000000003,Århus,Denmark,57.05N,10.33E
1824-12-01,2.525,3.748,Århus,Denmark,57.05N,10.33E
1825-01-01,2.625,3.64,Århus,Denmark,57.05N,10.33E
1825-02-01,0.6330000000000001,2.035,Århus,Denmark,57.05N,10.33E
1825-03-01,1.2319999999999998,2.549,Århus,Denmark,57.05N,10.33E
1825-04-01,6.6160000000000005,3.097,Århus,Denmark,57.05N,10.33E
1825-05-01,11.3,0.977,Århus,Denmark,57.05N,10.33E
1825-06-01,14.699000000000002,0.618,Århus,Denmark,57.05N,10.33E
1825-07-01,16.880000000000006,3.3089999999999997,Århus,Denmark,57.05N,10.33E
1825-08-01,16.282,3.255,Århus,Denmark,57.05N,10.33E
1825-09-01,13.443,2.506,Århus,Denmark,57.05N,10.33E
1825-10-01,8.863,2.185,Århus,Denmark,57.05N,10.33E
1825-11-01,4.053999999999999,2.48,Århus,Denmark,57.05N,10.33E
1825-12-01,3.0660000000000003,1.214,Århus,Denmark,57.05N,10.33E
1826-01-01,-3.069,0.9009999999999999,Århus,Denmark,57.05N,10.33E
1826-02-01,2.8110000000000004,2.3280000000000003,Århus,Denmark,57.05N,10.33E
1826-03-01,3.198,1.8090000000000002,Århus,Denmark,57.05N,10.33E
1826-04-01,6.08,3.555,Århus,Denmark,57.05N,10.33E
1826-05-01,11.73,1.9340000000000002,Århus,Denmark,57.05N,10.33E
1826-06-01,16.962,2.7889999999999997,Århus,Denmark,57.05N,10.33E
1826-07-01,19.555999999999997,2.198,Århus,Denmark,57.05N,10.33E
1826-08-01,18.07,2.9189999999999996,Århus,Denmark,57.05N,10.33E
1826-09-01,12.91,3.07,Århus,Denmark,57.05N,10.33E
1826-10-01,9.384,2.823,Århus,Denmark,57.05N,10.33E
1826-11-01,3.592,0.868,Århus,Denmark,57.05N,10.33E
1826-12-01,3.0580000000000003,2.892,Århus,Denmark,57.05N,10.33E
1827-01-01,-1.8519999999999999,3.072,Århus,Denmark,57.05N,10.33E
1827-02-01,-4.5969999999999995,1.268,Århus,Denmark,57.05N,10.33E
1827-03-01,1.5799999999999998,2.198,Århus,Denmark,57.05N,10.33E
1827-04-01,7.164,4.337,Århus,Denmark,57.05N,10.33E
1827-05-01,12.169,3.2969999999999997,Århus,Denmark,57.05N,10.33E
1827-06-01,16.000999999999998,2.4,Århus,Denmark,57.05N,10.33E
1827-07-01,16.102999999999998,1.726,Århus,Denmark,57.05N,10.33E
1827-08-01,15.307999999999998,2.145,Århus,Denmark,57.05N,10.33E
1827-09-01,13.925999999999998,1.242,Århus,Denmark,57.05N,10.33E
1827-10-01,8.834999999999997,0.8759999999999999,Århus,Denmark,57.05N,10.33E
1827-11-01,2.011,1.3519999999999999,Århus,Denmark,57.05N,10.33E
1827-12-01,4.011,4.444,Århus,Denmark,57.05N,10.33E
1828-01-01,-1.284,2.8760000000000003,Århus,Denmark,57.05N,10.33E
1828-02-01,-1.544,2.955,Århus,Denmark,57.05N,10.33E
1828-03-01,2.404,2.515,Århus,Denmark,57.05N,10.33E
1828-04-01,5.422999999999999,2.778,Århus,Denmark,57.05N,10.33E
1828-05-01,11.415999999999999,3.4,Århus,Denmark,57.05N,10.33E
1828-06-01,16.104,3.14,Århus,Denmark,57.05N,10.33E
1828-07-01,18.180999999999997,1.8130000000000002,Århus,Denmark,57.05N,10.33E
1828-08-01,16.099999999999998,2.5180000000000002,Århus,Denmark,57.05N,10.33E
1828-09-01,12.944,1.1320000000000001,Århus,Denmark,57.05N,10.33E
1828-10-01,8.452,1.675,Århus,Denmark,57.05N,10.33E
1828-11-01,4.3580000000000005,2.041,Århus,Denmark,57.05N,10.33E
1828-12-01,1.506,3.0839999999999996,Århus,Denmark,57.05N,10.33E
1829-01-01,-2.991,2.897,Århus,Denmark,57.05N,10.33E
1829-02-01,-4.149,3.63,Århus,Denmark,57.05N,10.33E
1829-03-01,-0.4750000000000001,1.579,Århus,Denmark,57.05N,10.33E
1829-04-01,3.887,1.9469999999999998,Århus,Denmark,57.05N,10.33E
1829-05-01,10.885,4.372,Århus,Denmark,57.05N,10.33E
1829-06-01,15.720999999999998,3.185,Århus,Denmark,57.05N,10.33E
1829-07-01,16.451,1.7180000000000002,Århus,Denmark,57.05N,10.33E
1829-08-01,14.983,1.9780000000000002,Århus,Denmark,57.05N,10.33E
1829-09-01,12.13,2.276,Århus,Denmark,57.05N,10.33E
1829-10-01,6.681,2.25,Århus,Denmark,57.05N,10.33E
1829-11-01,0.4119999999999999,3.528,Århus,Denmark,57.05N,10.33E
1829-12-01,-3.751,6.234,Århus,Denmark,57.05N,10.33E
1830-01-01,-3.7910000000000004,4.082,Århus,Denmark,57.05N,10.33E
1830-02-01,-3.842,1.45,Århus,Denmark,57.05N,10.33E
1830-03-01,2.891,1.412,Århus,Denmark,57.05N,10.33E
1830-04-01,6.667000000000001,1.631,Århus,Denmark,57.05N,10.33E
1830-05-01,10.673,1.305,Århus,Denmark,57.05N,10.33E
1830-06-01,13.905999999999999,3.679,Århus,Denmark,57.05N,10.33E
1830-07-01,17.026,2.376,Århus,Denmark,57.05N,10.33E
1830-08-01,14.896999999999998,2.748,Århus,Denmark,57.05N,10.33E
1830-09-01,12.116,3.1010000000000004,Århus,Denmark,57.05N,10.33E
1830-10-01,8.363,3.772,Århus,Denmark,57.05N,10.33E
1830-11-01,5.425,2.623,Århus,Denmark,57.05N,10.33E
1830-12-01,-0.6600000000000001,2.158,Århus,Denmark,57.05N,10.33E
1831-01-01,-3.451,3.1069999999999998,Århus,Denmark,57.05N,10.33E
1831-02-01,-0.204,5.832999999999999,Århus,Denmark,57.05N,10.33E
1831-03-01,1.271,4.475,Århus,Denmark,57.05N,10.33E
1831-04-01,7.145,1.74,Århus,Denmark,57.05N,10.33E
1831-05-01,11.033,3.6639999999999997,Århus,Denmark,57.05N,10.33E
1831-06-01,15.577,2.904,Århus,Denmark,57.05N,10.33E
1831-07-01,18.453000000000007,2.2769999999999997,Århus,Denmark,57.05N,10.33E
1831-08-01,17.5,2.252,Århus,Denmark,57.05N,10.33E
1831-09-01,11.929,1.879,Århus,Denmark,57.05N,10.33E
1831-10-01,11.020999999999999,1.6440000000000001,Århus,Denmark,57.05N,10.33E
1831-11-01,2.5140000000000002,5.98,Århus,Denmark,57.05N,10.33E
1831-12-01,2.9210000000000003,4.582,Århus,Denmark,57.05N,10.33E
1832-01-01,-0.06,1.9240000000000002,Århus,Denmark,57.05N,10.33E
1832-02-01,0.7799999999999999,2.887,Århus,Denmark,57.05N,10.33E
1832-03-01,2.614,2.278,Århus,Denmark,57.05N,10.33E
1832-04-01,6.936,3.908,Århus,Denmark,57.05N,10.33E
1832-05-01,9.475,2.798,Århus,Denmark,57.05N,10.33E
1832-06-01,15.413,2.742,Århus,Denmark,57.05N,10.33E
1832-07-01,14.607999999999999,3.281,Århus,Denmark,57.05N,10.33E
1832-08-01,15.742,2.63,Århus,Denmark,57.05N,10.33E
1832-09-01,11.629000000000001,3.222,Århus,Denmark,57.05N,10.33E
1832-10-01,9.056000000000001,2.435,Århus,Denmark,57.05N,10.33E
1832-11-01,3.4639999999999995,1.215,Århus,Denmark,57.05N,10.33E
1832-12-01,2.137,5.138,Århus,Denmark,57.05N,10.33E
1833-01-01,-1.84,3.775,Århus,Denmark,57.05N,10.33E
1833-02-01,1.7040000000000002,2.467,Århus,Denmark,57.05N,10.33E
1833-03-01,0.7729999999999999,2.863,Århus,Denmark,57.05N,10.33E
1833-04-01,4.524,1.848,Århus,Denmark,57.05N,10.33E
1833-05-01,13.18,1.665,Århus,Denmark,57.05N,10.33E
1833-06-01,15.264,2.315,Århus,Denmark,57.05N,10.33E
1833-07-01,16.94,1.661,Århus,Denmark,57.05N,10.33E
1833-08-01,13.313,2.22,Århus,Denmark,57.05N,10.33E
1833-09-01,13.075,1.479,Århus,Denmark,57.05N,10.33E
1833-10-01,8.898,1.2819999999999998,Århus,Denmark,57.05N,10.33E
1833-11-01,4.109,1.989,Århus,Denmark,57.05N,10.33E
1833-12-01,2.207,3.178,Århus,Denmark,57.05N,10.33E
1834-01-01,1.579,2.8089999999999997,Århus,Denmark,57.05N,10.33E
1834-02-01,1.923,2.911,Århus,Denmark,57.05N,10.33E
1834-03-01,3.5239999999999996,2.823,Århus,Denmark,57.05N,10.33E
1834-04-01,5.615,3.028,Århus,Denmark,57.05N,10.33E
1834-05-01,12.197,1.213,Århus,Denmark,57.05N,10.33E
1834-06-01,15.368,2.987,Århus,Denmark,57.05N,10.33E
1834-07-01,20.273,1.791,Århus,Denmark,57.05N,10.33E
1834-08-01,18.867,1.615,Århus,Denmark,57.05N,10.33E
1834-09-01,13.094000000000001,3.137,Århus,Denmark,57.05N,10.33E
1834-10-01,8.214,1.317,Århus,Denmark,57.05N,10.33E
1834-11-01,3.475,2.31,Århus,Denmark,57.05N,10.33E
1834-12-01,2.287,1.632,Århus,Denmark,57.05N,10.33E
1835-01-01,1.457,1.9340000000000002,Århus,Denmark,57.05N,10.33E
1835-02-01,2.515,2.853,Århus,Denmark,57.05N,10.33E
1835-03-01,2.938,2.351,Århus,Denmark,57.05N,10.33E
1835-04-01,4.932,2.7030000000000003,Århus,Denmark,57.05N,10.33E
1835-05-01,9.334,1.393,Århus,Denmark,57.05N,10.33E
1835-06-01,15.591,2.19,Århus,Denmark,57.05N,10.33E
1835-07-01,16.746000000000002,2.08,Århus,Denmark,57.05N,10.33E
1835-08-01,15.297,1.1159999999999999,Århus,Denmark,57.05N,10.33E
1835-09-01,13.513,1.815,Århus,Denmark,57.05N,10.33E
1835-10-01,7.830999999999999,1.4969999999999999,Århus,Denmark,57.05N,10.33E
1835-11-01,2.35,1.12,Århus,Denmark,57.05N,10.33E
1835-12-01,-0.07099999999999995,1.5230000000000001,Århus,Denmark,57.05N,10.33E
1836-01-01,-0.624,0.6409999999999999,Århus,Denmark,57.05N,10.33E
1836-02-01,0.5120000000000001,1.778,Århus,Denmark,57.05N,10.33E
1836-03-01,4.195,1.115,Århus,Denmark,57.05N,10.33E
1836-04-01,5.6869999999999985,1.032,Århus,Denmark,57.05N,10.33E
1836-05-01,9.754,1.53,Århus,Denmark,57.05N,10.33E
1836-06-01,14.925999999999998,1.297,Århus,Denmark,57.05N,10.33E
1836-07-01,15.522000000000002,1.815,Århus,Denmark,57.05N,10.33E
1836-08-01,13.96,1.7730000000000001,Århus,Denmark,57.05N,10.33E
1836-09-01,11.027999999999999,2.7460000000000004,Århus,Denmark,57.05N,10.33E
1836-10-01,8.621,5.691,Århus,Denmark,57.05N,10.33E
1836-11-01,2.5180000000000002,1.558,Århus,Denmark,57.05N,10.33E
1836-12-01,0.6409999999999999,2.291,Århus,Denmark,57.05N,10.33E
1837-01-01,-1.2890000000000001,2.872,Århus,Denmark,57.05N,10.33E
1837-02-01,0.6629999999999999,1.8219999999999998,Århus,Denmark,57.05N,10.33E
1837-03-01,-0.835,1.9609999999999999,Århus,Denmark,57.05N,10.33E
1837-04-01,3.991,1.544,Århus,Denmark,57.05N,10.33E
1837-05-01,9.355,1.626,Århus,Denmark,57.05N,10.33E
1837-06-01,14.299,1.959,Århus,Denmark,57.05N,10.33E
1837-07-01,15.738,1.577,Århus,Denmark,57.05N,10.33E
1837-08-01,16.349999999999998,1.383,Århus,Denmark,57.05N,10.33E
1837-09-01,12.258,1.433,Århus,Denmark,57.05N,10.33E
1837-10-01,8.984,2.716,Århus,Denmark,57.05N,10.33E
1837-11-01,3.591,2.51,Århus,Denmark,57.05N,10.33E
1837-12-01,0.7889999999999999,4.106,Århus,Denmark,57.05N,10.33E
1838-01-01,-6.279,3.4160000000000004,Århus,Denmark,57.05N,10.33E
1838-02-01,-6.117999999999999,1.7180000000000002,Århus,Denmark,57.05N,10.33E
1838-03-01,0.4109999999999998,1.403,Århus,Denmark,57.05N,10.33E
1838-04-01,2.7510000000000003,1.511,Århus,Denmark,57.05N,10.33E
1838-05-01,9.84,0.893,Århus,Denmark,57.05N,10.33E
1838-06-01,14.495999999999999,1.53,Århus,Denmark,57.05N,10.33E
1838-07-01,16.741,3.951,Århus,Denmark,57.05N,10.33E
1838-08-01,14.204999999999998,3.6489999999999996,Århus,Denmark,57.05N,10.33E
1838-09-01,13.409,1.706,Århus,Denmark,57.05N,10.33E
1838-10-01,7.401,3.8930000000000002,Århus,Denmark,57.05N,10.33E
1838-11-01,2.022,3.165,Århus,Denmark,57.05N,10.33E
1838-12-01,0.929,3.037,Århus,Denmark,57.05N,10.33E
1839-01-01,-0.99,1.38,Århus,Denmark,57.05N,10.33E
1839-02-01,-0.009000000000000008,1.459,Århus,Denmark,57.05N,10.33E
1839-03-01,-1.922,1.072,Århus,Denmark,57.05N,10.33E
1839-04-01,2.549,1.7009999999999998,Århus,Denmark,57.05N,10.33E
1839-05-01,10.857999999999999,0.8270000000000001,Århus,Denmark,57.05N,10.33E
1839-06-01,15.137,0.968,Århus,Denmark,57.05N,10.33E
1839-07-01,17.317,3.4,Århus,Denmark,57.05N,10.33E
1839-08-01,14.836,2.6180000000000003,Århus,Denmark,57.05N,10.33E
1839-09-01,13.352,1.569,Århus,Denmark,57.05N,10.33E
1839-10-01,9.131,2.036,Århus,Denmark,57.05N,10.33E
1839-11-01,4.082,1.766,Århus,Denmark,57.05N,10.33E
1839-12-01,-0.883,1.5519999999999998,Århus,Denmark,57.05N,10.33E
1840-01-01,-0.7879999999999999,2.331,Århus,Denmark,57.05N,10.33E
1840-02-01,0.17100000000000004,2.397,Århus,Denmark,57.05N,10.33E
1840-03-01,0.7429999999999999,0.986,Århus,Denmark,57.05N,10.33E
1840-04-01,6.742000000000001,2.9730000000000003,Århus,Denmark,57.05N,10.33E
1840-05-01,9.142000000000001,1.9480000000000002,Århus,Denmark,57.05N,10.33E
1840-06-01,13.815999999999999,1.6869999999999998,Århus,Denmark,57.05N,10.33E
1840-07-01,14.667000000000002,1.4269999999999998,Århus,Denmark,57.05N,10.33E
1840-08-01,15.826999999999998,1.262,Århus,Denmark,57.05N,10.33E
1840-09-01,12.623,1.286,Århus,Denmark,57.05N,10.33E
1840-10-01,6.154,2.0380000000000003,Århus,Denmark,57.05N,10.33E
1840-11-01,4.522,3.536,Århus,Denmark,57.05N,10.33E
1840-12-01,-2.914,2.242,Århus,Denmark,57.05N,10.33E
1841-01-01,-2.9210000000000003,2.088,Århus,Denmark,57.05N,10.33E
1841-02-01,-3.44,1.29,Århus,Denmark,57.05N,10.33E
1841-03-01,3.17,3.72,Århus,Denmark,57.05N,10.33E
1841-04-01,6.375,1.942,Århus,Denmark,57.05N,10.33E
1841-05-01,13.001,0.8340000000000001,Århus,Denmark,57.05N,10.33E
1841-06-01,13.636,1.1079999999999999,Århus,Denmark,57.05N,10.33E
1841-07-01,14.280999999999999,1.643,Århus,Denmark,57.05N,10.33E
1841-08-01,15.691999999999998,1.624,Århus,Denmark,57.05N,10.33E
1841-09-01,12.994000000000002,0.9620000000000001,Århus,Denmark,57.05N,10.33E
1841-10-01,8.033999999999999,1.23,Århus,Denmark,57.05N,10.33E
1841-11-01,3.2960000000000003,0.818,Århus,Denmark,57.05N,10.33E
1841-12-01,3.327,1.989,Århus,Denmark,57.05N,10.33E
1842-01-01,-1.754,1.455,Århus,Denmark,57.05N,10.33E
1842-02-01,1.524,1.78,Århus,Denmark,57.05N,10.33E
1842-03-01,3.1660000000000004,2.677,Århus,Denmark,57.05N,10.33E
1842-04-01,5.819,2.687,Århus,Denmark,57.05N,10.33E
1842-05-01,12.936,1.4369999999999998,Århus,Denmark,57.05N,10.33E
1842-06-01,15.106,0.965,Århus,Denmark,57.05N,10.33E
1842-07-01,15.73,1.11,Århus,Denmark,57.05N,10.33E
1842-08-01,19.127,1.53,Århus,Denmark,57.05N,10.33E
1842-09-01,13.325,1.33,Århus,Denmark,57.05N,10.33E
1842-10-01,7.641999999999999,1.239,Århus,Denmark,57.05N,10.33E
1842-11-01,1.706,2.017,Århus,Denmark,57.05N,10.33E
1842-12-01,4.2410000000000005,1.64,Århus,Denmark,57.05N,10.33E
1843-01-01,1.4269999999999998,1.558,Århus,Denmark,57.05N,10.33E
1843-02-01,-0.6869999999999999,1.952,Århus,Denmark,57.05N,10.33E
1843-03-01,0.8879999999999999,1.396,Århus,Denmark,57.05N,10.33E
1843-04-01,5.516,1.561,Århus,Denmark,57.05N,10.33E
1843-05-01,9.589,1.255,Århus,Denmark,57.05N,10.33E
1843-06-01,14.527,1.663,Århus,Denmark,57.05N,10.33E
1843-07-01,16.375999999999998,1.23,Århus,Denmark,57.05N,10.33E
1843-08-01,17.523999999999994,1.9,Århus,Denmark,57.05N,10.33E
1843-09-01,13.145999999999999,0.415,Århus,Denmark,57.05N,10.33E
1843-10-01,6.6869999999999985,1.5930000000000002,Århus,Denmark,57.05N,10.33E
1843-11-01,4.656000000000001,0.36700000000000005,Århus,Denmark,57.05N,10.33E
1843-12-01,4.314,2.57,Århus,Denmark,57.05N,10.33E
1844-01-01,-0.94,0.7340000000000001,Århus,Denmark,57.05N,10.33E
1844-02-01,-4.202,1.335,Århus,Denmark,57.05N,10.33E
1844-03-01,-0.2810000000000001,2.1630000000000003,Århus,Denmark,57.05N,10.33E
1844-04-01,6.79,0.95,Århus,Denmark,57.05N,10.33E
1844-05-01,12.01,1.188,Århus,Denmark,57.05N,10.33E
1844-06-01,13.640999999999998,0.9790000000000001,Århus,Denmark,57.05N,10.33E
1844-07-01,14.732999999999999,1.297,Århus,Denmark,57.05N,10.33E
1844-08-01,14.969000000000001,3.1430000000000002,Århus,Denmark,57.05N,10.33E
1844-09-01,12.745999999999999,0.66,Århus,Denmark,57.05N,10.33E
1844-10-01,8.281,0.7659999999999999,Århus,Denmark,57.05N,10.33E
1844-11-01,3.5210000000000004,0.507,Århus,Denmark,57.05N,10.33E
1844-12-01,-3.712,1.508,Århus,Denmark,57.05N,10.33E
1845-01-01,0.542,1.7469999999999999,Århus,Denmark,57.05N,10.33E
1845-02-01,-6.117000000000001,3.2769999999999997,Århus,Denmark,57.05N,10.33E
1845-03-01,-3.653,1.327,Århus,Denmark,57.05N,10.33E
1845-04-01,6.031000000000001,1.298,Århus,Denmark,57.05N,10.33E
1845-05-01,9.738999999999999,1.6880000000000002,Århus,Denmark,57.05N,10.33E
1845-06-01,15.272,1.4269999999999998,Århus,Denmark,57.05N,10.33E
1845-07-01,17.184,1.077,Århus,Denmark,57.05N,10.33E
1845-08-01,15.553999999999998,1.2229999999999999,Århus,Denmark,57.05N,10.33E
1845-09-01,11.92,1.199,Århus,Denmark,57.05N,10.33E
1845-10-01,7.739,0.77,Århus,Denmark,57.05N,10.33E
1845-11-01,5.572,1.36,Århus,Denmark,57.05N,10.33E
1845-12-01,1.661,2.391,Århus,Denmark,57.05N,10.33E
1846-01-01,0.6659999999999999,2.2030000000000003,Århus,Denmark,57.05N,10.33E
1846-02-01,1.5020000000000002,1.6369999999999998,Århus,Denmark,57.05N,10.33E
1846-03-01,4.388,1.7830000000000001,Århus,Denmark,57.05N,10.33E
1846-04-01,6.17,1.344,Århus,Denmark,57.05N,10.33E
1846-05-01,10.32,1.9980000000000002,Århus,Denmark,57.05N,10.33E
1846-06-01,16.965,1.8230000000000002,Århus,Denmark,57.05N,10.33E
1846-07-01,17.846,2.283,Århus,Denmark,57.05N,10.33E
1846-08-01,20.193,1.604,Århus,Denmark,57.05N,10.33E
1846-09-01,14.49,1.8780000000000001,Århus,Denmark,57.05N,10.33E
1846-10-01,11.118,1.063,Århus,Denmark,57.05N,10.33E
1846-11-01,4.66,1.757,Århus,Denmark,57.05N,10.33E
1846-12-01,-2.9370000000000003,0.579,Århus,Denmark,57.05N,10.33E
1847-01-01,-1.848,6.218999999999999,Århus,Denmark,57.05N,10.33E
1847-02-01,-1.622,0.87,Århus,Denmark,57.05N,10.33E
1847-03-01,1.3980000000000001,2.4290000000000003,Århus,Denmark,57.05N,10.33E
1847-04-01,3.383,1.325,Århus,Denmark,57.05N,10.33E
1847-05-01,11.06,1.088,Århus,Denmark,57.05N,10.33E
1847-06-01,15.032,1.8019999999999998,Århus,Denmark,57.05N,10.33E
1847-07-01,17.439,1.655,Århus,Denmark,57.05N,10.33E
1847-08-01,17.41,1.409,Århus,Denmark,57.05N,10.33E
1847-09-01,11.459000000000001,0.966,Århus,Denmark,57.05N,10.33E
1847-10-01,6.936,0.873,Århus,Denmark,57.05N,10.33E
1847-11-01,6.287999999999999,0.941,Århus,Denmark,57.05N,10.33E
1847-12-01,1.2930000000000001,1.8980000000000001,Århus,Denmark,57.05N,10.33E
1848-01-01,-4.98,2.03,Århus,Denmark,57.05N,10.33E
